Id	Edat	Alt	Pes	Sexe	Tabac	Oci	
1804	18	164	71	d	0	3	
1805	18	162	45	d	0	4	
1806	18	161	50	d	0	2	
1807	18	160	66	d	0	3	
1808	18	162	66	d	0	2	
1809	18	163	57	d	0	2	
1810	18	195	87	h	0	1	
1811	19	165	63	d	1	2	
1812	20	189	94	h	1	2	
1813	20	182	85	h	1	4	
1814	19	191	90	h	0	4	
1815	18	174	60	h	1	2	
1816	19	170	69	d	1	1	
1817	19	164	70	d	1	1	
1818	19	178	67	h	0	3	
1819	19	159	61	d	1	2	
1820	18	163	56	d	0	3	
1821	16	180	72,5	h	0	4	
1822	18	179	72	h	0	3	
1823	18	164	58	d	0	3	
1824	50	178	75	h	1	3	
1825	49	158	60	d	1	1	
1826	18	181	69	h	1	3	
1827	18	170	62	d	0	3	
1828	18	156	54	d	1	3	
1829	18	165	50	d	0	3	
1830	53	155	59	d	1	1	
1831	60	179	78	h	0	1	
1832	18	165	74	d	1	2	
1833	34	180	73	h	0	4	
1834	33	169	69	h	0	2	
1835	28	175	62	d	0	4	
1836	31	168	85	d	0	2	
1837	18	163	59	d	0	3	
1838	18	164	52	d	0	3	
1839	17	187	85	d	1	1	
1840	18	175	57	d	0	3	
1841	48	159	72	d	0	3	
1842	17	178	67	h	0	4	
1843	11	154	43	d	0	1	
1844	44	186	92	h	0	3	
1845	42	152	60	d	0	1	
1846	58	163	57	d	1	1	
1847	21	160	70	h	1	2	
1848	25	177	74	h	0	4	
1849	31	174	77	h	1	4	
1850	20	171	82	h	1	3	
1851	19	182	77	h	1	2	
1852	18	190	80	h	0	3	
1853	17	162	60	d	0	1	
1854	18	170	70	h	1	1	
1855	19	172	65	d	1	2	
1856	17	152	51	d	0	3	
1857	17	173	57	h	0	3	
1858	18	167	47	d	0	3	
1859	18	180	76	h	0	4	
1860	18	190	95	h	1	3	
1861	24	174	70,5	h	0	2	
1862	24	175	64	h	0	2	
1863	20	165	56	d	1	4	
1864	43	167	89	d	1	1	
1865	23	160	56	d	0	1	
1866	23	160	43	d	0	4	
1867	28	157	42	d	0	2	
1868	24	167	62	h	0	3	
1869	28	165	58	d	0	1	
1870	18	178	65	h	0	4	
1871	42	179	68	h	0	3	
1872	24	169	57	d	1	3	
1873	24	180	74	h	0	4	
1874	25	179	79	h	0	3	
1875	29	175	74	h	1	3	
1876	23	174	69	d	0	2	
1877	28	176	76	h	1	3	
1878	25	174	78	h	0	4	
1879	25	175	59	d	0	4	
1880	24	172	75	h	0	3	
1881	21	162	50	d	0	3	
1882	17	172	75	h	0	4	
1883	36	167	65	h	1	1	
1884	18	175	58	d	0	3	
1885	19	169	59	d	0	2	
1886	27	156	53	d	1	1	
1887	19	150	45	h	0	3	
1888	28	173	79	d	0	3	
1889	21	175	85	h	1	1	
1890	21	164	52	h	1	4	
1891	21	159	50	d	0	3	
1892	24	175	52	d	1	3	
1893	21	170	68	d	1	3	
1894	21	167	55	d	0	1	
1895	20	165	60	d	1	3	
1896	25	170	58	d	1	3	
1897	23	162	65	h	0	2	
1898	32	170	74	h	0	3	
1899	20	151	49	h	1	2	
1900	19	180	77	h	0	3	
1901	26	162	60	d	0	1	
1902	28	176	79	h	0	2	
1903	52	173	96	h	1	4	
1904	51	155	51	d	0	4	
1905	75	160	72	h	0	1	
1906	61	162	74	d	0	3	
1907	44	154	60	d	1	3	
1908	40	171	68	d	0	3	
1909	26	160	48	h	0	3	
1910	33	160	62	d	1	1	
1911	69	158	58	h	0	3	
1912	37	160	60	d	0	1	
1913	39	187	88	h	0	4	
1914	28	156	46	d	0	3	
1915	60	165	69	d	0	3	
1916	38	152	53	d	1	1	
1917	28	164	75	d	1	1	
1918	29	183	87	h	0	2	
1919	27	162	72	d	0	2	
1920	28	165	84	h	0	2	
1921	14	169	53	h	0	1	
1922	44	168	62	h	0	4	
1923	44	165	70	d	0	3	
1924	17	164	51	d	1	2	
1925	18	170	65	h	0	4	
1926	18	164	50	d	0	2	
1927	19	175	69	h	1	1	
1928	20	173	67	h	1	2	
1929	18	168	54	d	0	3	
1930	18	176	68	h	1	2	
1931	19	170	62	d	0	1	
1932	18	166	57	d	1	2	
1933	17	179	68	h	0	1	
1934	18	169	61	d	1	3	
1935	17	172	69	d	0	2	
1936	19	182	70	h	1	1	
1937	18	172	64	d	0	4	
1938	18	164	58	d	0	2	
1939	18	168	65	h	0	1	
1940	18	167	72	d	0	2	
1941	22	162	59	d	0	3	
1942	27	174	65	d	0	4	
1943	46	167	97	d	0	3	
1944	49	170	67	h	0	4	
1945	19	161	62	d	0	1	
1946	21	172	49	d	1	2	
1947	22	178	70	h	0	4	
1948	22	173	64	h	1	4	
1949	23	174	72	h	1	2	
1950	24	177	70	h	1	4	
1951	25	175	64	d	0	3	
1952	23	164	69	d	0	2	
1953	22	172	67	h	0	1	
1954	22	162	66	d	0	1	
1955	21	159	68	d	1	1	
1956	23	153	67	d	1	3	
1957	24	164	53	d	1	4	
1958	27	167	71	d	1	1	
1959	25	163	64	h	1	2	
1960	22	169	67	d	0	4	
1961	17	162	52	d	1	1	
1962	17	179	62,5	h	0	4	
1963	18	175	60	d	0	1	
1964	18	174	64	h	1	2	
1965	18	176	62	h	1	3	
1966	18	182	68	h	0	2	
1967	22	184	72	h	1	4	
1968	22	176	70	h	1	2	
1969	18	160	52	d	0	4	
1970	19	175	62	h	1	2	
1971	18	177	70	h	1	4	
1972	21	172	90	h	0	1	
1973	20	167	56	d	1	3	
1974	20	158	54	d	1	3	
1975	19	170	72	h	0	4	
1976	22	174	64	h	1	4	
1977	22	177	75	h	0	4	
1978	21	176	68	h	1	1	
1979	18	163	54	d	1	3	
1980	18	168	54	d	1	1	
1981	19	160	56	d	0	3	
1982	39	159	63	d	1	3	
1983	43	168	85	h	1	3	
1984	24	179	69	h	0	3	
1985	19	177	70	h	1	2	
1986	30	160	56	d	0	2	
1987	19	175	86	h	0	2	
1988	14	173	60	h	0	4	
1989	18	179	80	d	0	2	
1990	16	180	75	h	0	4	
1991	19	160	62	d	0	3	
1992	24	171	66	h	0	3	
1993	19	160	55	d	0	3	
1994	18	180	85	h	0	4	
1995	18	178	59	h	0	2	
1996	19	170	61	d	0	2	
1997	16	162	53	d	0	2	
1998	49	160	62	d	0	3	
1999	53	168	74	h	1	1	
2000	30	158	52	d	0	1	
2001	18	165	59	d	0	3	
2002	19	160	65	d	0	3	
2003	18	153	48	d	0	2	
2004	18	165	57	d	0	3	
2005	19	183	83	h	0	3	
2006	19	180	70	h	0	2	
2007	22	187	85	h	1	3	
2008	20	148	90	h	1	3	
2009	25	185	80	h	1	1	
2010	23	180	60	d	1	3	
2011	45	162	55	d	0	1	
2012	50	165	67	h	0	3	
2013	22	165	64	h	0	2	
2014	33	158	51	d	0	3	
2015	20	170	80	h	0	3	
2016	20	170	80	h	0	3	
2017	18	166	48	d	0	2	
2018	18	150	40	d	0	2	
2019	18	165	60	d	0	1	
2020	29	191	83	h	0	4	
2021	78	178	80	h	0	3	
2022	74	179	62	d	0	1	
2023	24	190	78	h	0	4	
2024	18	166	60	d	1	2	
2025	16	160	50	d	0	3	
2026	18	167	59	d	0	1	
2027	24	190	90	h	1	3	
2028	30	170	80	d	0	3	
2029	18	180	50	d	1	3	
2030	22	190	70	h	0	3	
2031	21	170	65	d	0	3	
2032	18	162	67	d	0	3	
2033	18	172	55	d	1	3	
2034	19	169	60	d	1	4	
2035	21	160	42	h	0	2	
2036	17	168	69	h	0	4	
2037	20	159	54	h	1	1	
2038	19	171	68	d	0	2	
2039	25	165	70	h	1	4	
2040	26	162	60	d	0	1	
2041	18	163	59	d	0	3	
2042	14	180	66	h	0	2	
2043	46	158	55	d	0	3	
2044	51	175	82	h	1	1	
2045	18	164	58	d	0	3	
2046	18	164	52	d	0	3	
2047	16	180	72	h	0	4	
2048	18	170	62	d	0	3	
2049	17	187	85	d	1	1	
2050	18	175	57	d	0	3	
2051	17	157	70,5	d	0	4	
2052	17	186	72	h	0	3	
2053	18	180	70	h	0	2	
2054	18	171	71	d	1	3	
2055	18	180	77	h	0	4	
2056	18	165	75	d	1	1	
2057	17	182	71	h	0	4	
2058	18	165	46	d	1	2	
2059	18	165	60	d	1	2	
2060	18	158	55	d	0	4	
2061	77	161	53	d	0	3	
2062	36	165	50	d	0	3	
2063	38	162	53	d	0	3	
2064	33	173	86	d	1	3	
2065	28	177	68	h	1	1	
2066	52	160	55	d	0	1	
2067	31	165	57	d	0	4	
2068	20	166	47	d	0	2	
2069	28	161	50	d	1	3	
2070	20	166	56	d	0	2	
2071	58	163	57	d	1	1	
2072	21	160	70	h	1	2	
2073	25	177	74	h	0	4	
2074	31	174	77	h	1	4	
2075	20	171	82	h	1	3	
2076	31	175	75	h	0	4	
2077	52	170	70	h	1	1	
2078	32	176	79	h	1	1	
2079	34	179	76	h	0	1	
2080	33	178	70	h	1	2	
2081	18	170	48	d	1	4	
2082	20	175	56	d	1	4	
2083	17	167	53	d	1	1	
2084	17	183	85	h	0	4	
2085	18	156	52	d	1	1	
2086	19	194	85	h	1	4	
2087	18	175	70	h	0	4	
2088	17	171	53	d	1	3	
2089	18	174	60	d	0	3	
2090	18	173	60	h	1	4	
2091	18	165	55	d	1	1	
2092	18	167	58	d	1	3	
2093	17	180	71	h	0	4	
2094	19	177	70	h	1	2	
2095	18	178	82	h	0	2	
2096	18	180	79	h	1	2	
2097	18	166	48	d	1	1	
2098	17	180	68	h	0	4	
2099	17	178	70	h	0	4	
2100	18	166	55	d	0	1	
