"id","sitlab","ecivil","edadboda","hermanos","hijos","edad","mesnaz","zodiaco","educ","titestud","titpadre","titmadre","sexo","raza","ingfam91","ingper91","región","dimhabit","tamaño","partido","voto92","tendpol","penacap","leyarmas","legdroga","relig","vida","hijosidl","píldora","educsex","cachete","eutan","periódic","horastv","banda","country","counwest","blues","musical","clásica","folk","jazz","opera","rap","hvymetal","deportes","museos","telenov","telenoti","espectv","ciencias","amantes","frecsex","casaprop","indsocec","cohorte","ingreso4","titestu2","edadcat4","política","región4","casado2","clasica3","jazz3","rap3","blues3"
"734",787,"A tiempo completo","Casado",17,3,"2",39,"Julio","Cáncer",14,"Medio","Medio","Medio","Mujer","Blanca","$60000-74999","$25000-29999","Pacífico","Áreas menores",2,"Simpatizante Demócrata","Ha votado","Moderado","A Favor","A Favor","En Contra","Protestante","Rutinaria",NA,NA,NA,NA,NA,NA,2,"Me gusta a ratos","Me gusta a ratos","Me gusta","Me gusta a ratos","Me gusta","Me gusta mucho","Me gusta a ratos","Me gusta a ratos","No me gusta","Me gusta a ratos","Me gusta a ratos","Sí","No","Varios días a la semana","Diariamente","Varios días a la semana","Completamente falso","1 Compañero","2-3 veces al mes",NA,"36,1",1954,"60,000 o más","Sin Bachillerato","30-39","Moderado","Oeste","Sí","Me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos"
"735",788,"A tiempo completo","Casado",32,4,"3",48,"Septiembre","Virgo",16,"Diploma universitario","Medio","Medio","Hombre","Blanca","$50000-59999","$35000-39999","Pacífico","Áreas menores",2,"Demócrata","Ha votado","Liberal","A Favor",NA,"En Contra","Ninguna",NA,"3","En Desacuerdo","A Favor","En Desacuerdo","Sí","Diariamente",1,"Me gusta a ratos","Me gusta","No me gusta","Me gusta mucho","No me gusta","Me gusta a ratos","Me gusta","Me gusta mucho","No me gusta","Me disgusta","Me gusta a ratos","Sí","No","Varios días al mes","Diariamente","Varios días a la semana","Completamente cierto","2 Compañeros","2-3 veces a la semana","Casa propia","54,2",1945,"40,000 - 59,999","Bachiller","40-49","Liberal","Oeste","Sí","Me gusta a ratos","Me gusta","Me disgusta","Me gusta"
"736",789,"A tiempo parcial","Casado",19,1,"3",52,"Septiembre","Virgo",13,"Medio","Medio","Medio","Mujer","Blanca","$40000-49999","Menos de $1000","Pacífico","Áreas menores",2,"Republicano Militante","Ha votado","Conservador","A Favor","En Contra","En Contra","Protestante","Excitante",NA,NA,NA,NA,NA,NA,1,"Me gusta","Me gusta a ratos","Me gusta","Me gusta a ratos","Me gusta mucho","Me gusta","Me gusta","Me gusta","No me gusta","Me gusta","Me disgusta","Sí","Sí","Raramente","Diariamente","Varios días a la semana","Completamente falso","1 Compañero","2-3 veces al mes",NA,"56,6",1941,"40,000 - 59,999","Sin Bachillerato","50+","Conservador","Oeste","Sí","Me gusta","Me gusta","Me gusta","Me gusta a ratos"
"737",790,"Retirado","Casado",23,0,"2",82,"Diciembre","Sagitario",19,"Licenciado","Licenciado",NA,"Hombre","Blanca","$60000-74999","$10000-12499","Pacífico","Áreas menores",2,"Republicano","Ha votado","Conservador","A Favor",NA,"En Contra","Protestante",NA,"2","Completamente en Desacuerdo","A Favor","En Desacuerdo","No","Menos de una vez a la semana",4,"Me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","Me gusta mucho","Me gusta a ratos","No me gusta","Me gusta","Me disgusta","Me disgusta","No","No","Nunca","Diariamente","Diariamente","Completamente falso","1 Compañero","Una o dos veces","Casa propia","97,2",1911,"60,000 o más","Bachiller","50+","Conservador","Oeste","Sí","Me gusta","Me disgusta","Me disgusta","Me gusta a ratos"
"738",791,"A tiempo parcial","Casado",22,3,"2",44,"Agosto","Virgo",19,"Diploma universitario","Diploma universitario","Medio","Hombre","Blanca","$6000-6999",NA,"Pacífico","Áreas menores",2,"Demócrata","Ha votado","Moderado","A Favor","En Contra",NA,"Ninguna","Excitante","2","En Desacuerdo","A Favor","En Desacuerdo","Sí","Diariamente",2,"Me gusta a ratos","Me gusta","Me gusta","Me gusta","No me gusta","Me gusta a ratos","Me gusta","Me gusta a ratos","No me gusta","No me gusta","Me gusta a ratos","No","No","Nunca","Varios días a la semana","Varios días a la semana","Probablemente cierto","1 Compañero","Una vez a la semana","Casa propia","50,7",1949,"24,999 o menos","Bachiller","40-49","Moderado","Oeste","Sí","Me gusta a ratos","Me gusta a ratos","Me disgusta","Me gusta"
"739",792,"A tiempo completo","Casado",20,4,"1",38,"Mayo","Tauro",14,"Bachillerato","Medio","Elemental","Hombre","Blanca","$35000-39999","$15000-17499","Pacífico","Áreas menores",2,"Independiente","No ha votado","Moderado","A Favor","En Contra","En Contra","Judío","Excitante",NA,NA,NA,NA,NA,NA,3,"Me gusta mucho","Me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","Me gusta mucho","Me gusta","Me gusta","Me gusta mucho","Me gusta a ratos","Me gusta a ratos","No","Sí","Varios días al mes","Varios días a la semana","Varios días a la semana","Completamente falso","1 Compañero","4+ veces a la semana",NA,"38,1",1955,"25,000 - 39,999","Sin Bachillerato","30-39","Moderado","Oeste","Sí","Me gusta","Me gusta","Me gusta a ratos","Me gusta a ratos"
"740",793,"A tiempo completo","Divorciado",19,2,"3",44,"Marzo","Piscis",13,"Medio","Elemental","Elemental","Mujer","Blanca","$17500-19999","$17500-19999","Montaña","Pueblo > 2500",7,"Demócrata Militante","Ha votado","Ligeramente conservador","En Contra","A Favor","En Contra","Protestante","Excitante",NA,NA,NA,NA,NA,NA,1,"Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","No me gusta","Me gusta a ratos","Me gusta a ratos","No me gusta","No me gusta","No me gusta","Me disgusta","Me disgusta","Sí","No","Raramente","Raramente","Raramente","Completamente falso","Ninguno","Ninguna",NA,"38,4",1949,"24,999 o menos","Sin Bachillerato","40-49","Tendencia conservadora","Oeste","No","Me gusta a ratos","Me disgusta","Me disgusta","Me disgusta"
"741",794,"Estudiante","Casado",23,16,"0",24,"Julio","Leo",17,"Medio","Medio","Medio","Mujer","Blanca","$20000-22499",NA,"Montaña","Pueblo > 2500",7,"Independiente","Ha votado","Moderado","A Favor","A Favor",NA,"Católico","Excitante","2","Completamenete de Acuerdo","A Favor","Completamenete de Acuerdo","Sí","Nunca",3,"Me gusta a ratos","Me gusta","Me gusta mucho","Me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","Me disgusta","Me gusta mucho","Me disgusta","Sí","Sí","Varios días a la semana","Varios días al mes","Varios días a la semana","Completamente cierto","1 Compañero","4+ veces a la semana","Casa propia",NA,1969,"24,999 o menos","Sin Bachillerato","18-29","Moderado","Oeste","Sí","Me gusta a ratos","Me gusta a ratos","Me gusta","Me gusta"
"742",795,"A tiempo completo","Casado",22,2,"4",35,"Diciembre","Sagitario",16,"Diploma universitario","Medio","Elemental","Hombre","Blanca","$35000-39999","$30000-34999","Montaña","Pueblo > 2500",7,"Simpatizante Republicano","Ha votado","Moderado","A Favor",NA,"En Contra","Protestante",NA,"3","De Acuerdo","A Favor","De Acuerdo","Sí","Diariamente",3,"Me gusta","Me gusta","Me gusta mucho","Me gusta","Me gusta mucho","Me gusta","Me gusta","Me gusta","Me gusta a ratos","No me gusta","No me gusta","Sí","Sí","Varios días a la semana","Varios días a la semana","Varios días a la semana","Completamente cierto","1 Compañero","2-3 veces al mes","Casa propia","50,7",1958,"25,000 - 39,999","Bachiller","30-39","Moderado","Oeste","Sí","Me gusta","Me gusta","Me disgusta","Me gusta"
"743",796,"Otro","Viudo",34,22,"0",48,"Octubre","Libra",12,"Medio","Elemental","Elemental","Hombre","Blanca","$8000-9999",NA,"Montaña","Pueblo > 2500",7,"Demócrata","Ha votado","Moderado","A Favor","En Contra",NA,"Protestante","Aburrida","2","Completamente en Desacuerdo","A Favor","Completamenete de Acuerdo","Sí","Varios días a la semana",3,"Me gusta a ratos","Me gusta a ratos","Me gusta mucho","Me disgusta","Me gusta a ratos","Me gusta","Me gusta","Me disgusta","Me disgusta","Me disgusta","Me disgusta","No","No","Diariamente","Diariamente","Varios días a la semana","Probablemente falso","1 Compañero","Una o dos veces","En alquiler",NA,1945,"24,999 o menos","Sin Bachillerato","40-49","Moderado","Oeste","No","Me gusta","Me disgusta","Me disgusta","Me disgusta"
"744",797,"Retirado","Viudo",49,12,"2",78,"Diciembre","Sagitario",7,"Elemental","Medio","Elemental","Mujer","Blanca","$5000-5999",NA,"Montaña","Pueblo > 2500",7,"Demócrata Militante","Ha votado","Liberal","A Favor","En Contra",NA,"Católico","Excitante","6","Completamenete de Acuerdo","En Contra","En Desacuerdo","Sí","Diariamente",0,"Me gusta mucho","Me gusta mucho","Me gusta mucho","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta a ratos","No","Sí","Nunca","Nunca","Nunca","Completamente falso","Ninguno","Ninguna","Otro","21,2",1915,"24,999 o menos","Sin Bachillerato","50+","Liberal","Oeste","No","Me gusta","Me gusta","Me gusta","Me gusta"
"745",798,"A tiempo completo","Soltero",NA,7,"0",24,"Marzo","Piscis",13,"Medio","Licenciado","Medio","Hombre","Blanca","$40000-49999","$3000-3999","Montaña","Pueblo > 2500",7,"Demócrata Militante","No ha votado","Ligeramente liberal","A Favor","A Favor",NA,"Católico","Excitante","2","De Acuerdo","En Contra","Completamenete de Acuerdo","Sí","Varios días a la semana",3,"Me gusta","Me gusta","Me gusta","Me gusta","Me gusta a ratos","Me gusta a ratos","No me gusta","Me gusta","Me gusta a ratos","Me disgusta","Me gusta mucho","Sí","No","Raramente","Varios días al mes","Varios días al mes","Completamente cierto","1 Compañero","2-3 veces a la semana","En alquiler","37,3",1969,"40,000 - 59,999","Sin Bachillerato","18-29","Tendencia liberal","Oeste","No","Me gusta a ratos","Me gusta","Me disgusta","Me gusta"
"746",799,"Ama de casa","Casado",16,3,"4",29,"Julio","Cáncer",10,"Elemental","Elemental",NA,"Mujer","Blanca","$10000-12499",NA,"Montaña","Pueblo > 2500",7,"Demócrata","No ha votado","Ligeramente conservador","En Contra","A Favor","En Contra","Católico","Rutinaria",NA,NA,NA,NA,NA,NA,3,"Me gusta a ratos","Me gusta a ratos","Me gusta","Me gusta","Me gusta","Me gusta","No me gusta","Me gusta","Me gusta","Me disgusta","Me disgusta","Sí","No","Raramente","Diariamente","Varios días a la semana","Completamente falso","1 Compañero","4+ veces a la semana",NA,"26,5",1964,"24,999 o menos","Sin Bachillerato","18-29","Tendencia conservadora","Oeste","Sí","Me gusta","Me gusta","Me disgusta","Me gusta"
"747",800,"Ama de casa","Casado",23,1,"2",36,"Mayo","Tauro",14,"Medio","Elemental","Medio","Mujer","Blanca","$30000-34999",NA,"Montaña","Pueblo > 2500",7,"Demócrata Militante","Ha votado","Conservador","A Favor","En Contra","En Contra","Protestante","Rutinaria",NA,NA,NA,NA,NA,NA,8,NA,"Me gusta a ratos","Me gusta","No me gusta","Me gusta","No me gusta",NA,"No me gusta","No me gusta","No me gusta","No me gusta","Sí","No","Diariamente","Varios días a la semana","Raramente","Completamente falso","1 Compañero","Una vez a la semana",NA,"39,6",1957,"25,000 - 39,999","Sin Bachillerato","30-39","Conservador","Oeste","Sí","Me disgusta","Me disgusta","Me disgusta","Me disgusta"
"748",801,"Retirado","Casado",21,2,"4",66,"Abril","Tauro",15,"Medio","Elemental","Elemental","Mujer","Blanca","$25000-29999",NA,"Montaña","Pueblo > 2500",7,"Demócrata Militante","Ha votado","Moderado","A Favor","A Favor","En Contra","Católico","Excitante",NA,NA,NA,NA,NA,NA,5,"Me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta","Me gusta mucho","Me gusta","No me gusta","Me gusta","Me gusta","Me disgusta","Me disgusta","No","Sí","Varios días a la semana","Diariamente","Varios días a la semana","Probablemente cierto","1 Compañero","Una vez a la semana",NA,"38",1927,"25,000 - 39,999","Sin Bachillerato","50+","Moderado","Oeste","Sí","Me gusta","Me gusta","Me disgusta","Me gusta"
"749",802,"Ama de casa","Divorciado",30,3,"2",54,"Diciembre","Sagitario",14,"Medio",NA,"Diploma universitario","Mujer","Blanca","$5000-5999",NA,"Montaña","Pueblo > 2500",7,"Republicano Militante","Ha votado","Conservador","A Favor",NA,"En Contra","Protestante",NA,"4","Completamenete de Acuerdo","A Favor","Completamente en Desacuerdo","No","Diariamente",6,"Me gusta mucho","Me gusta a ratos","Me gusta","Me gusta mucho","Me gusta a ratos","Me gusta mucho","No me gusta","Me gusta mucho","Me gusta mucho","Me disgusta","Me disgusta","No","Sí","Varios días a la semana","Diariamente","Diariamente","Completamente falso",NA,NA,"En alquiler","39,6",1939,"24,999 o menos","Sin Bachillerato","50+","Conservador","Oeste","No","Me gusta","Me gusta","Me disgusta","Me gusta"
"750",803,"A tiempo completo","Soltero",NA,13,"1",37,"Marzo","Piscis",18,"Licenciado","Elemental","Elemental","Mujer","Blanca","$22500-24999","$22500-24999","Montaña","Pueblo > 2500",7,"Demócrata","Ha votado","Moderado","A Favor",NA,"En Contra","Católico",NA,"1","De Acuerdo","A Favor","De Acuerdo","Sí","Nunca",2,NA,"Me gusta a ratos","Me gusta a ratos","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta a ratos","Sí","No","Varios días a la semana","Diariamente","Varios días al mes","Probablemente cierto","1 Compañero","2-3 veces a la semana","Casa propia","78,5",1956,"24,999 o menos","Bachiller","30-39","Moderado","Oeste","No","Me gusta","Me gusta","Me gusta","Me gusta"
"751",804,"A tiempo completo","Casado",25,4,"2",55,"Abril","Aries",17,"Licenciado","Elemental","Medio","Hombre","Blanca","$75000+","$40000-49999","Montaña","Pueblo > 2500",7,"Republicano Militante","Ha votado","Conservador","A Favor",NA,"En Contra","Protestante",NA,"2","Completamente en Desacuerdo","A Favor","De Acuerdo","Sí","Diariamente",2,"Me gusta a ratos","Me gusta","Me gusta mucho","Me gusta mucho","Me gusta","Me gusta mucho","Me gusta mucho","Me gusta","Me gusta mucho","Me disgusta","Me disgusta","Sí","Sí","Varios días a la semana","Diariamente","Varios días a la semana","Probablemente cierto","1 Compañero","2-3 veces al mes","Casa propia","63,5",1938,"60,000 o más","Bachiller","50+","Conservador","Oeste","Sí","Me gusta","Me gusta","Me disgusta","Me gusta"
"752",805,"Retirado","Viudo",21,4,"2",72,"Octubre","Libra",12,"Medio","Medio","Medio","Mujer","Blanca","Rehusa",NA,"Montaña","Pueblo > 2500",7,"Republicano","Ha votado","Ligeramente liberal",NA,"A Favor",NA,"Protestante","Rutinaria","Tantos como se quiera","Completamenete de Acuerdo","En Contra","De Acuerdo","No","Varios días a la semana",1,"Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta a ratos","Me gusta","No me gusta","Me disgusta","No","No","Varios días a la semana","Diariamente","Nunca","Completamente falso",NA,NA,"Casa propia","58,1",1921,"60,000 o más","Sin Bachillerato","50+","Tendencia liberal","Oeste","No","Me gusta","Me gusta a ratos","Me disgusta","Me gusta"
"753",806,"Retirado","Viudo",25,4,"2",78,"Agosto","Leo",12,"Medio","Diploma universitario","Elemental","Mujer","Blanca","$75000+",NA,"Montaña","Pueblo > 2500",7,"Demócrata","No ha votado","Ligeramente conservador","A Favor","A Favor",NA,"Protestante","Rutinaria","2","En Desacuerdo","En Contra","En Desacuerdo","Sí","Diariamente",1,"Me gusta","Me gusta a ratos","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta a ratos","No me gusta","No me gusta","No","No","Raramente","Diariamente","Diariamente","Probablemente falso","Ninguno","Ninguna","Casa propia","38",1915,"60,000 o más","Sin Bachillerato","50+","Tendencia conservadora","Oeste","No","Me gusta","Me gusta","Me disgusta","Me gusta"
"754",807,"Ama de casa","Divorciado",15,6,"4",42,"Abril","Aries",9,"Elemental",NA,"Elemental","Mujer","Blanca","Menos de $1000",NA,"Montaña","Campo",2,"Simpatizante Demócrata","No ha votado","Liberal","A Favor","A Favor",NA,"Ninguna","Rutinaria",NA,NA,NA,NA,NA,NA,7,"Me gusta mucho","Me gusta","Me gusta mucho","Me gusta mucho","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","Me gusta mucho","No me gusta","Me disgusta","Me disgusta","No","No","Varios días a la semana","Diariamente","Diariamente","Probablemente cierto","Ninguno","Ninguna",NA,"50,2",1951,"24,999 o menos","Sin Bachillerato","40-49","Liberal","Oeste","No","Me gusta a ratos","Me gusta","Me disgusta","Me gusta"
"755",808,"Retirado","Viudo",19,6,"Ocho o más",75,"Junio","Géminis",5,"Elemental",NA,NA,"Mujer","Blanca","$4000-4999",NA,"Montaña","Campo",2,"Demócrata Militante","Ha votado","Ligeramente conservador","A Favor","A Favor",NA,"Católico","Rutinaria","4","Completamente en Desacuerdo","En Contra","De Acuerdo","No","Menos de una vez a la semana",2,"No me gusta",NA,"Me gusta","Me gusta","No me gusta","No me gusta","No me gusta","No me gusta","Me disgusta","Me disgusta",NA,"Sí","No","Raramente","Varios días a la semana","Varios días a la semana","Probablemente cierto","Ninguno","Ninguna","Casa propia","17,1",1918,"24,999 o menos","Sin Bachillerato","50+","Tendencia conservadora","Oeste","No","Me disgusta","Me disgusta","Me disgusta","Me gusta"
"756",809,"A tiempo completo","Casado",24,6,"1",38,"Junio","Géminis",18,"Licenciado","Elemental","Elemental","Mujer","Blanca","$40000-49999","$25000-29999","Montaña","Campo",2,"Demócrata","Ha votado","Ligeramente conservador","A Favor","A Favor","En Contra","Católico","Rutinaria",NA,NA,NA,NA,NA,NA,0,NA,NA,"Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","No me gusta","No me gusta","Me gusta a ratos","Sí","Sí","Nunca","Raramente","Raramente","Probablemente cierto","1 Compañero","2-3 veces a la semana",NA,"78,5",1955,"40,000 - 59,999","Bachiller","30-39","Tendencia conservadora","Oeste","Sí","Me gusta","Me gusta","Me disgusta","Me gusta"
"757",810,"A tiempo parcial","Casado",28,11,"2",40,"Julio","Leo",15,"Bachillerato","Elemental","Elemental","Hombre","Otra","$22500-24999","$15000-17499","Montaña","Campo",2,"Demócrata Militante","Ha votado","Conservador","En Contra",NA,"A Favor","Protestante",NA,"2","De Acuerdo","A Favor","De Acuerdo","Sí","Diariamente",3,"No me gusta","No me gusta","Me gusta","No me gusta","No me gusta","Me disgusta","No me gusta","Me disgusta","No me gusta","Me disgusta","No me gusta","No","No","Diariamente","Diariamente","Varios días a la semana","Probablemente cierto","1 Compañero","Una vez a la semana","Casa propia","32,3",1953,"24,999 o menos","Sin Bachillerato","40-49","Conservador","Oeste","Sí","Me disgusta","Me disgusta","Me disgusta","Me disgusta"
"758",811,"A tiempo completo","Divorciado",19,6,"1",62,"Marzo","Piscis",16,"Diploma universitario",NA,"Medio","Mujer","Blanca","$22500-24999","$22500-24999",NA,NA,NA,"Demócrata","Ha votado","Conservador",NA,"A Favor","En Contra","Protestante","Rutinaria",NA,NA,NA,NA,NA,NA,2,"Me gusta a ratos","No me gusta","Me gusta a ratos","No me gusta","No me gusta","Me gusta mucho","Me gusta a ratos","Me gusta","Me disgusta","Me disgusta","Me disgusta","No","No","Diariamente","Diariamente","Diariamente","Completamente falso","Ninguno","Ninguna",NA,"64,4",1931,"24,999 o menos","Bachiller","50+","Conservador",NA,"No","Me gusta","Me gusta","Me disgusta","Me disgusta"
"759",812,"A tiempo completo","Soltero",NA,2,"0",30,"Febrero","Acuario",20,"Licenciado",NA,"Bachillerato","Hombre","Blanca","$60000-74999","$60000-74999",NA,NA,NA,"Otro Partido","No ha votado","Ligeramente conservador","A Favor","A Favor",NA,"Judío","Rutinaria","3",NA,"A Favor","De Acuerdo","Sí","Diariamente",1,"Me disgusta","Me disgusta","Me disgusta","Me disgusta","Me gusta","Me disgusta","Me disgusta","Me disgusta","Me disgusta","Me disgusta","Me disgusta","Sí","No","Varios días a la semana","Diariamente","Varios días al mes","Completamente falso","4 Compañeros","2-3 veces a la semana","En alquiler","67",1963,"60,000 o más","Bachiller","30-39","Tendencia conservadora",NA,"No","Me disgusta","Me disgusta","Me disgusta","Me disgusta"
"760",813,"A tiempo completo","Soltero",NA,2,"0",49,"Junio","Géminis",20,"Licenciado","Diploma universitario","Diploma universitario","Hombre","Blanca","Rehusa","Rehusa",NA,NA,NA,"Demócrata","Ha votado","Moderado","En Contra","A Favor",NA,"Judío","Excitante",NA,NA,NA,NA,NA,NA,2,"No me gusta","Me disgusta","Me gusta a ratos","Me disgusta","Me disgusta","Me gusta mucho","Me gusta a ratos","Me gusta","Me disgusta","Me disgusta","Me disgusta","No","Sí","Diariamente","Diariamente","Diariamente",NA,NA,NA,NA,"81,9",1944,"60,000 o más","Bachiller","40-49","Moderado",NA,"No","Me gusta","Me gusta","Me disgusta","Me disgusta"
"761",814,"A tiempo completo","Casado",23,4,"2",43,"Noviembre","Escorpio",18,"Licenciado","Diploma universitario","Medio","Hombre","Blanca","$75000+","$75000+",NA,NA,NA,"Simpatizante Republicano","Ha votado","Moderado","A Favor",NA,"A Favor","Ninguna",NA,"2",NA,"A Favor","En Desacuerdo","Sí","Diariamente",2,"No me gusta","Me disgusta","No me gusta","Me disgusta",NA,"Me disgusta","Me disgusta","Me gusta a ratos","Me disgusta","Me disgusta","Me disgusta","Sí","Sí","Diariamente","Varios días a la semana","Varios días a la semana","Completamente cierto","1 Compañero","Una vez a la semana","Casa propia","63,5",1950,"60,000 o más","Bachiller","40-49","Moderado",NA,"Sí","Me disgusta","Me gusta a ratos","Me disgusta","Me disgusta"
"762",815,"Otro","Casado",36,0,"7",41,"Marzo","Aries",14,"Medio","Diploma universitario","Elemental","Hombre","Negra","$12500-14999","$7000-7999",NA,NA,NA,"Independiente","No elegible",NA,NA,"En Contra",NA,"Católico","Rutinaria","Tantos como se quiera","De Acuerdo","A Favor","Completamenete de Acuerdo","No","Una vez a la semana",5,"Me disgusta","Me disgusta","Me disgusta","Me disgusta","Me disgusta","Me disgusta","Me disgusta","Me gusta mucho","Me disgusta","Me disgusta","Me disgusta","No","No","Varios días a la semana","Raramente","Nunca","Completamente falso","1 Compañero","4+ veces a la semana","En alquiler","29,3",1952,"24,999 o menos","Sin Bachillerato","40-49",NA,NA,"Sí","Me disgusta","Me gusta","Me disgusta","Me disgusta"
"763",816,"Otro","Viudo",14,2,"Ocho o más",57,"Julio","Leo",10,"Elemental",NA,"Elemental","Mujer","Negra","$3000-3999",NA,NA,NA,NA,"Republicano","Ha votado","Conservador",NA,"A Favor",NA,"Católico","Aburrida",NA,"Completamenete de Acuerdo","A Favor","Completamenete de Acuerdo","No","Varios días a la semana",6,"Me disgusta","Me disgusta","Me disgusta","Me gusta mucho","Me disgusta","Me disgusta","Me disgusta","Me gusta a ratos","Me disgusta","Me disgusta","Me disgusta","No","No","Diariamente","Raramente","Nunca",NA,"Ninguno","Ninguna","En alquiler","29,3",1936,"24,999 o menos","Sin Bachillerato","50+","Conservador",NA,"No","Me disgusta","Me gusta a ratos","Me disgusta","Me gusta"
"764",817,"Ama de casa","Divorciado",18,2,"2",30,"Abril","Aries",10,"Elemental","Elemental",NA,"Mujer","Negra","$6000-6999",NA,NA,NA,NA,"Demócrata","No ha votado","Liberal","A Favor",NA,"A Favor","Católico",NA,"Tantos como se quiera","Completamenete de Acuerdo","A Favor","De Acuerdo","Sí","Una vez a la semana",2,"Me disgusta","Me disgusta","Me disgusta","Me disgusta","Me disgusta","Me disgusta","Me disgusta","Me disgusta","Me disgusta","Me gusta mucho","Me gusta","No","No","Diariamente","Raramente","Nunca","Probablemente falso","2 Compañeros","4+ veces a la semana","En alquiler",NA,1963,"24,999 o menos","Sin Bachillerato","30-39","Liberal",NA,"No","Me disgusta","Me disgusta","Me gusta","Me disgusta"
"765",818,"Desempleado, despedido","Casado",20,9,"3",36,"Febrero","Acuario",8,"Elemental","Elemental","Elemental","Hombre","Otra","$10000-12499","$10000-12499",NA,NA,NA,"Independiente","No elegible",NA,"A Favor",NA,"En Contra","Ninguna",NA,"Tantos como se quiera","En Desacuerdo","En Contra","De Acuerdo",NA,"Una vez a la semana",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Diariamente","Varios días a la semana","Nunca","Completamente falso","1 Compañero","Una vez a la semana","En alquiler","26,7",1957,"24,999 o menos","Sin Bachillerato","30-39",NA,NA,"Sí",NA,NA,NA,NA
"766",819,"A tiempo parcial","Separado",45,1,"1",52,"Mayo","Géminis",6,"Elemental","Medio","Medio","Mujer","Negra","$7000-7999","$7000-7999",NA,NA,NA,"Independiente","No elegible","Moderado","A Favor",NA,"A Favor","Protestante",NA,"4","Completamenete de Acuerdo","A Favor","Completamenete de Acuerdo","Sí","Diariamente",3,"Me disgusta","Me disgusta","No me gusta","Me gusta a ratos","Me disgusta","Me disgusta","Me gusta a ratos","Me gusta","Me disgusta","Me gusta a ratos","Me disgusta","No","No","Diariamente","Varios días a la semana","Nunca","Completamente falso","1 Compañero","Una vez al mes","En alquiler","29,3",1941,"24,999 o menos","Sin Bachillerato","50+","Moderado",NA,"No","Me disgusta","Me gusta","Me gusta a ratos","Me gusta a ratos"
"767",820,"A tiempo completo","Casado",17,0,"2",NA,NA,NA,12,"Medio","Licenciado","Bachillerato","Mujer","Blanca","$75000+","$75000+",NA,NA,NA,"Simpatizante Demócrata","Ha votado","Ligeramente liberal","A Favor","A Favor","En Contra","Protestante","Excitante",NA,NA,NA,NA,NA,NA,3,"Me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","Me gusta","Me gusta mucho","Me gusta","Me gusta a ratos","Me gusta","Me gusta a ratos","Me disgusta","No","Sí","Raramente","Diariamente","Diariamente","Completamente cierto","1 Compañero","Una vez al mes",NA,"72,5",NA,"60,000 o más","Sin Bachillerato","50+","Tendencia liberal",NA,"Sí","Me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos"
"768",821,"A tiempo completo","Soltero",NA,2,"0",47,"Diciembre","Capricornio",16,"Diploma universitario","Medio","Medio","Hombre","Blanca","$75000+","$75000+",NA,NA,NA,"Demócrata","Ha votado","Liberal","En Contra",NA,"A Favor","Ninguna",NA,NA,"En Desacuerdo","A Favor","En Desacuerdo","Sí","Diariamente",1,"Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta mucho","Me gusta","Me disgusta","Me gusta a ratos","No","Sí","Raramente","Raramente","Raramente","Completamente cierto","5-10 Compañeros","4+ veces a la semana","En alquiler","63,5",1946,"60,000 o más","Bachiller","40-49","Liberal",NA,"No","Me gusta","Me gusta","Me disgusta","Me gusta"
"769",822,"A tiempo completo","Soltero",NA,3,"0",32,"Abril","Tauro",16,"Diploma universitario","Medio","Elemental","Hombre","Blanca","$75000+","$75000+",NA,NA,NA,"Demócrata","Ha votado","Liberal","En Contra","A Favor","A Favor","Protestante","Excitante",NA,NA,NA,NA,NA,NA,2,"Me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta","Me gusta a ratos","Me gusta","Me gusta","Me gusta","No me gusta","Me disgusta","Me disgusta","No","Sí","Varios días a la semana","Diariamente","Varios días a la semana","Probablemente cierto","1 Compañero","2-3 veces al mes",NA,"72,5",1961,"60,000 o más","Bachiller","30-39","Liberal",NA,"No","Me gusta","Me gusta","Me disgusta","Me gusta"
